"ID_TRAIN","NB_EMPT","R_ATD","DUREE","PRT_VAL","AGE_D","REV_BT","REV_NET","TYP_RES","ST_EMPL","MNT_EPAR","NB_ER_6MS","NB_ER_12MS","NB_DEC_12MS","NB_OPER","NB_COUR","NB_INTR_1M","NB_INTR_12M","PIR_DEL","NB_DEL_30","NB_DEL_60","NB_DEL_90","MNT_PASS","MNT_ACT","MNT_AUT_REN","MNT_UTIL_REN","NB_SATI","TYP_FIN","MNT_DEMANDE","target_0"
702120,1,0.27,5,1,37,147000,123000,"P","R",4008,0,0,0,7,7,0,0,0,0,0,0,233284,466300,4500,0,6,"AUTO",16600,0
446320,1,0.34,5,1,24,123000,99000,"P","R",89135,3,3,1,7,5,0,0,0,2,0,0,2078,89135,4500,3971,6,"AUTO",34900,0
858100,1,0.08,5,1,23,48000,43000,"L","P",659,0,0,3,14,10,0,0,0,5,3,3,304159,308217,1000,924,2,"AUTO",26300,1
494622,1,0.41,3,1,37,57000,34000,"L","R",73026,0,0,0,11,1,0,0,1,0,0,0,274109,304521,1500,1499,10,"AUTO",27900,0
164320,1,0.22,5,1,26,25000,18000,"P","R",47663,0,0,0,9,8,0,0,0,0,0,2,89820,184037,14000,13999,8,"AUTO",20900,0
274353,1,0.52,2,1,26,35000,27000,"L","R",9523,0,0,0,6,6,0,0,0,0,0,0,13188,9523,9000,3263,5,"AUTO",13600,0
907817,1,0.36,7,1,29,23000,15000,"L","P",99063,3,3,0,5,4,0,0,0,0,0,1,1922,99063,7500,719,4,"AUTO",7600,0
763864,1,0.43,2,1,64,174000,147000,"L","R",224224,0,0,0,4,3,0,0,0,0,0,0,2806,224224,1000,653,4,"AUTO",38700,0
33922,1,0.49,7,1,66,47000,29000,"L","R",13906,0,0,0,8,5,0,0,0,0,0,0,172407,215366,1500,274,7,"AUTO",23900,0
278218,1,0.4,1,0.95,28,60000,36000,"A","P",33413,0,0,0,9,8,0,0,0,0,0,0,55266,56899,9000,5467,7,"AUTO",19500,0
889536,1,0.41,6,1,18,36000,26000,"A","R",1267,0,0,0,8,8,0,0,0,0,0,0,1452,1267,10500,10499,8,"AUTO",14400,1
976650,1,0.34,3,0.85,31,61000,40000,"L","P",2500,0,0,2,8,7,0,0,0,0,0,0,485,4443,500,0,8,"AUTO",24000,0
969106,1,0.34,5,1,42,17000,11000,"L","R",111929,0,0,0,6,4,0,0,0,0,0,0,1827,111929,3500,3500,4,"AUTO",10600,0
905127,1,0.39,5,0.98,27,8000,4000,"A","P",27733,0,0,0,1,0,0,0,0,0,0,0,18672,27733,0,0,1,"AUTO",31000,0
764303,2,0.39,6,0.94,40,46000,26000,"L","T",103789,0,0,0,6,0,0,0,0,2,2,0,8156,103789,0,0,5,"AUTO",31400,0
422459,1,0.4,4,1,47,20000,15000,"L","P",57010,0,0,0,6,5,0,0,0,0,0,0,77092,305343,1000,106,5,"AUTO",27700,0
543297,1,0.63,5,1,21,41000,38000,"A","R",41086,0,0,0,10,10,0,0,0,0,0,0,4251,41086,9000,21,8,"AUTO",18400,0
155837,1,0.2,6,1,27,31000,23000,"A","R",43036,0,0,0,9,8,0,0,0,0,0,0,642,43036,12500,4895,5,"AUTO",39900,0
487255,2,0.21,5,1,39,114000,97000,"P","R",16414,0,0,0,9,8,3,3,0,0,0,0,24327,30289,39000,0,8,"AUTO",30200,0
587772,2,0.34,1,0.66,22,59000,44000,"A","P",1414,0,4,2,6,2,0,0,0,0,0,0,8595,1414,28000,200,5,"AUTO",39700,0
337012,1,0.27,3,0.52,33,42000,33000,"L","R",248281,0,0,0,9,7,0,0,0,0,0,0,73396,248281,11500,11499,8,"AUTO",13800,0
330316,1,0.61,3,1,66,14000,9000,"L","P",27632,1,6,5,8,6,0,0,0,0,0,0,4369,27632,9000,1288,7,"AUTO",12600,0
378650,1,0.38,7,1,50,61000,34000,"L","P",3272,0,3,0,7,7,0,0,0,0,0,0,7874,3272,5000,2077,6,"AUTO",38700,0
954663,1,0.44,4,1,39,17000,16000,"A","R",64206,0,0,0,8,7,0,0,0,0,0,0,118428,130541,10500,2311,8,"AUTO",37400,0
389309,1,0.67,3,1,28,101000,62000,"A","P",49466,0,0,0,4,0,0,0,0,0,0,0,1303,49466,0,0,3,"AUTO",26800,0
822663,2,0.39,6,0.9,30,9000,6000,"L","T",400,0,0,3,9,7,4,4,0,0,0,0,7931,400,1000,999,9,"AUTO",22300,0
759856,2,0.2,6,0.81,23,37000,25000,"A","R",27536,0,0,0,3,3,0,0,0,0,0,0,42193,223251,61500,6985,2,"AUTO",23500,0
908302,1,0.38,1,1,23,46000,33000,"P","P",42831,0,0,0,4,4,0,0,0,0,0,0,254,42831,1000,998,3,"AUTO",10600,0
163073,2,0.19,5,0.9,19,70000,53000,"L","R",1235,0,0,0,4,3,0,0,0,0,0,0,19306,1235,1000,1000,3,"AUTO",13600,0
596578,1,0.22,1,0.47,47,73000,42000,"L","R",12828,3,3,0,10,9,0,0,0,0,0,0,43006,495795,10000,1188,9,"AUTO",31500,0
220698,2,0.39,7,1,32,25000,16000,"A","P",3975,0,0,0,11,11,0,0,0,0,0,0,29995,112391,1000,163,9,"AUTO",36500,0
504751,1,0.27,5,1,25,59000,36000,"P","T",105396,0,0,0,12,7,0,0,0,0,0,0,208684,404469,31500,31499,11,"AUTO",13300,0
426036,2,0.31,5,0.94,20,16000,13000,"L","P",259,0,0,0,13,10,0,0,0,0,0,0,21677,259,5000,0,11,"AUTO",11500,0
871657,1,0.24,3,1,64,34000,28000,"A","R",249792,0,0,0,11,9,0,0,0,0,0,0,2929,249792,14000,4432,9,"AUTO",34700,0
188136,1,0.38,4,0.68,21,51000,30000,"A","P",1005,0,3,0,7,3,0,0,0,0,0,0,144467,361691,6500,6499,7,"AUTO",16900,0
820345,1,0.36,1,1,31,46000,26000,"P","P",2786,3,3,0,5,1,0,0,0,0,0,0,20626,2786,24000,12281,4,"AUTO",9700,0
890099,1,0.42,2,1,31,50000,44000,"A","P",73501,0,1,0,5,0,1,1,0,0,0,0,17383,73501,0,0,4,"AUTO",39100,0
912996,1,0.24,6,0.92,25,57000,46000,"P","R",4420,0,0,1,8,6,0,0,0,0,0,0,6437,4420,20000,2385,6,"AUTO",34500,0
711723,1,0.36,1,1,26,6000,4000,"A","R",66854,0,0,0,1,0,0,0,0,0,1,0,4328,66854,0,0,1,"AUTO",26100,0
507779,1,0.38,7,1,55,40000,30000,"P","R",64858,0,0,0,5,5,0,0,0,0,0,0,13095,64858,4000,1556,4,"AUTO",32800,0
409591,1,0.34,5,1,33,42000,24000,"P","R",1454,0,0,0,10,9,0,0,0,3,0,0,150616,163990,22000,0,10,"AUTO",15300,0
449569,1,0.22,6,1,35,49000,40000,"L","R",50552,0,0,1,9,5,0,0,0,0,0,0,3002,50552,2500,427,2,"AUTO",38100,0
417678,1,0.13,3,1,18,5000,3000,"P","P",6046,0,0,0,8,3,5,5,0,0,0,0,4426,6046,9500,0,6,"AUTO",25800,0
638222,1,0.27,1,0.93,62,163000,123000,"L","P",165417,0,0,0,7,7,0,0,0,0,0,2,23118,165417,1500,770,6,"AUTO",12600,0
182495,1,0.93,7,1,37,10000,8000,"A","R",88732,0,0,0,5,3,0,0,0,0,0,0,318247,396371,500,410,4,"AUTO",22700,1
150321,1,0.08,6,0.71,61,83000,65000,"P","R",201057,0,0,1,5,2,0,0,0,0,0,0,10501,201057,12000,11999,4,"AUTO",22600,0
298156,1,0.36,3,0.54,40,73000,62000,"P","P",30995,0,0,0,2,0,0,0,0,0,0,0,28216,31220,0,0,2,"AUTO",21500,0
622450,1,0.4,3,1,40,84000,61000,"L","R",5672,0,0,0,8,5,0,0,0,0,0,0,21441,5672,2500,1048,7,"AUTO",19900,0
266302,2,0.34,3,1,25,46000,26000,"P","R",56901,0,0,0,4,0,2,2,0,0,0,0,694,227235,0,0,3,"AUTO",6600,0
31518,1,0.46,4,1,49,50000,41000,"A","R",32859,0,0,0,5,2,0,0,0,0,0,2,21023,779714,500,72,5,"AUTO",39700,0
751781,1,0.42,3,0.98,26,5000,4000,"A","R",27312,0,0,0,3,3,0,0,0,0,0,0,103224,123875,1000,535,3,"AUTO",16300,0
568802,2,0.32,2,1,19,48000,33000,"L","T",508,4,4,1,12,10,0,0,0,0,0,0,280248,304978,10000,0,8,"AUTO",9200,0
759294,1,0.49,5,1,64,141000,93000,"L","P",199720,0,0,0,3,1,0,0,0,0,0,0,3094,199720,35500,31770,3,"AUTO",39500,0
621532,1,0.28,6,1,31,99000,62000,"P","T",3214,0,0,0,9,9,0,0,0,0,0,1,129874,133324,12000,79,9,"AUTO",12300,0
394016,1,0.42,3,0.68,30,50000,29000,"P","P",59384,0,0,0,6,4,0,0,0,0,0,0,3827,59384,1500,1499,5,"AUTO",35400,0
822362,1,0.03,4,0.4,36,154000,94000,"P","P",138290,0,0,0,2,2,0,0,0,0,0,0,253,396028,2500,121,2,"AUTO",15300,0
593393,1,0.44,3,1,55,14000,12000,"A","R",46464,1,1,0,4,2,2,2,0,0,0,0,115876,174846,8000,4797,4,"AUTO",16700,0
555443,1,0.3,1,0.48,35,87000,48000,"A","P",143679,0,0,0,4,3,0,0,0,0,0,0,22026,143679,9500,6336,3,"AUTO",5000,0
870079,1,0.39,1,0.9,26,34000,24000,"A","R",155508,0,0,0,6,4,0,0,0,0,0,1,1420,155508,6000,205,5,"AUTO",6600,0
249262,1,0.42,4,1,44,43000,35000,"A","R",249,3,3,0,9,7,0,0,0,0,1,0,24841,249,2000,823,9,"AUTO",31500,0
842450,1,0.13,5,0.9,19,9000,6000,"L","P",9782,0,0,0,2,1,0,0,0,0,0,0,2430,30936,38500,6894,0,"AUTO",21700,0
483534,1,0.49,3,0.89,43,60000,43000,"L","T",108558,0,0,0,4,4,0,0,0,0,0,0,119237,119361,1000,587,4,"AUTO",13600,0
235365,1,0.41,7,1,26,95000,65000,"P","R",7973,0,0,0,9,8,0,0,0,0,0,0,3693,17149,42000,21366,8,"AUTO",11300,0
99293,1,0.25,7,1,38,176000,149000,"L","R",248522,0,0,0,2,1,0,0,0,0,1,0,153325,321453,20000,0,2,"AUTO",13600,0
802027,1,0.32,6,1,38,13000,8000,"A","R",145667,0,0,0,9,6,0,0,0,0,0,0,170,145667,500,441,9,"AUTO",26100,0
938317,1,0.07,3,0.92,23,102000,62000,"P","P",123877,0,0,0,12,5,0,0,0,0,0,0,166366,276664,1500,805,10,"AUTO",38100,0
752165,1,0.25,1,1,29,98000,54000,"P","P",2929,0,0,0,9,7,0,0,0,0,1,0,128205,188955,5000,5000,6,"AUTO",13900,0
840786,1,0.4,6,0.8,38,7000,4000,"L","T",178962,0,0,0,7,1,0,0,0,0,0,0,634,178962,6500,6499,7,"AUTO",23100,0
561466,1,0.31,5,0.92,18,34000,20000,"L","R",1859,0,0,0,3,2,0,0,0,0,0,0,748,1859,17500,5011,3,"AUTO",25900,0
711144,2,0.39,4,1,20,20000,14000,"A","R",44068,0,0,0,6,5,0,0,0,0,0,0,20640,255413,12000,3503,5,"AUTO",14200,0
813354,1,0.31,4,0.73,23,61000,43000,"L","P",104463,0,0,0,10,1,0,0,0,0,1,0,47282,104463,1500,56,8,"AUTO",25100,0
393251,1,0.33,7,1,21,69000,49000,"L","P",103475,0,0,0,8,6,0,0,0,0,6,4,5744,129088,500,0,6,"AUTO",37100,0
704586,1,0.3,3,1,46,177000,104000,"P","P",45633,0,0,0,9,8,1,1,0,0,0,0,0,45633,2500,0,8,"AUTO",8000,0
237176,1,0.33,4,1,38,169000,123000,"L","R",6100,0,0,0,8,6,1,1,0,0,0,0,14062,6100,4500,4165,8,"AUTO",25700,0
847654,1,0.01,5,0.92,77,58000,46000,"P","R",168305,0,0,0,5,2,0,0,0,0,0,0,10976,248197,500,280,4,"AUTO",21900,0
908896,1,0.49,2,0.69,24,43000,25000,"L","P",34543,2,3,0,1,1,0,0,0,0,0,0,16898,34543,22000,7879,1,"AUTO",20700,0
581460,1,0.21,4,0.67,26,117000,89000,"L","T",26888,0,0,0,10,1,0,0,0,0,0,0,2626,26888,500,262,8,"AUTO",29100,0
447186,1,0.47,7,0.99,62,48000,43000,"P","R",65,0,0,0,7,5,0,0,0,0,0,0,19898,65,3500,0,7,"AUTO",11300,0
506130,2,0.08,4,0.7,25,40000,31000,"P","R",17976,0,0,0,10,8,0,0,0,0,0,0,50613,52597,1000,543,4,"AUTO",10000,0
225630,1,0.33,3,0.99,77,151000,125000,"P","P",220160,0,0,0,5,5,0,0,0,0,0,0,3055,220160,500,220,5,"AUTO",6500,0
440961,1,0.36,5,0.87,62,121000,75000,"P","P",54684,0,0,0,4,3,0,0,0,0,0,0,239044,258389,15000,14577,4,"AUTO",35000,0
438659,1,0.11,1,1,25,39000,32000,"P","P",6785,0,0,0,3,3,0,0,0,0,0,0,241182,241564,4000,3999,3,"AUTO",11000,0
50146,1,0.28,7,1,55,70000,48000,"L","R",94718,3,4,0,3,3,0,0,0,0,0,0,11967,94718,1500,219,3,"AUTO",24900,0
911965,1,0.13,3,0.9,29,51000,43000,"A","P",144724,0,0,0,3,3,0,0,0,1,3,1,2034,144724,3000,0,3,"AUTO",6400,0
320569,1,0.03,6,0.95,28,61000,42000,"L","R",30493,0,0,0,3,3,0,0,0,0,0,0,378070,424559,19000,18999,3,"AUTO",36800,0
917101,1,0.04,3,0.73,21,77000,68000,"L","R",92109,1,2,0,6,4,0,0,0,0,0,0,14696,92109,2500,2102,4,"AUTO",30800,0
565866,1,0.25,2,1,71,122000,93000,"L","R",87222,0,0,0,5,5,0,0,0,0,0,0,2414,217178,15000,10134,5,"AUTO",38900,0
849136,1,0.31,6,1,31,90000,65000,"L","P",148039,0,0,0,10,8,0,0,0,0,0,0,151592,182163,2500,1232,8,"AUTO",34900,0
234080,2,0.29,4,1,39,33000,19000,"P","R",30535,0,0,0,3,1,0,0,0,0,0,0,24452,30535,2500,0,0,"AUTO",37600,0
69630,1,0.63,3,1,21,70000,45000,"P","R",103967,0,0,0,12,9,0,0,2,0,0,2,11096,103967,10000,0,2,"AUTO",22500,1
797938,1,0.38,7,0.76,54,139000,118000,"P","P",72749,0,0,0,6,6,0,0,0,0,0,0,1533,72749,9000,1515,5,"AUTO",21200,0
565316,2,0.27,4,1,21,55000,44000,"L","P",66184,0,0,0,6,4,0,0,0,0,0,0,240798,268920,5000,5000,5,"AUTO",28100,0
136195,1,0.41,3,1,19,34000,20000,"A","R",82448,0,0,0,7,6,0,0,0,0,0,0,3614,82448,2500,480,6,"AUTO",7300,0
646643,1,0.63,4,1,47,54000,37000,"A","R",96274,0,0,0,6,6,0,0,0,0,0,0,2357,96274,3000,2592,5,"AUTO",20600,0
492073,1,0.41,3,1,20,18000,14000,"A","T",641,0,2,0,3,1,0,0,0,0,0,0,654,641,1000,140,2,"AUTO",20600,0
65095,1,0.3,7,1,43,87000,50000,"L","P",38014,0,0,0,7,7,0,0,0,0,0,0,35404,225878,2000,372,7,"AUTO",26700,0
530422,1,0.49,3,0.9,78,44000,38000,"A","P",230545,0,0,0,5,4,0,0,0,0,0,0,3319,230545,1000,183,4,"AUTO",35100,0
446270,1,0.08,1,1,54,119000,89000,"L","R",15112,0,0,0,5,0,0,0,0,0,0,0,2482,15112,0,0,3,"AUTO",22800,0
359412,1,0.41,4,1,18,69000,38000,"A","T",28291,0,0,0,14,10,0,0,0,0,0,0,244,66985,1000,999,9,"AUTO",14100,0
107624,1,0.12,5,0.72,25,10000,5000,"P","R",1812,0,0,0,4,4,0,0,0,0,0,0,17025,1812,5500,1555,4,"AUTO",24100,0
561254,1,0.02,4,0.58,26,49000,35000,"L","P",7996,0,0,0,13,0,0,0,0,0,0,0,9039,7996,0,0,12,"AUTO",33100,0
308402,1,0.13,5,0.55,27,97000,73000,"L","P",27412,0,0,0,4,3,0,0,0,0,0,0,17566,27412,5500,2285,3,"AUTO",9600,0
775717,1,0.47,7,0.89,32,30000,22000,"L","R",98272,0,0,0,13,7,0,0,0,0,0,0,7294,131877,9500,103,10,"AUTO",30700,0
375209,1,0.47,4,0.91,47,54000,37000,"L","P",3012,0,0,0,5,2,1,1,0,0,0,0,2044,3012,1000,205,5,"AUTO",10100,0
680855,1,0.07,4,1,37,139000,110000,"P","R",16142,0,0,0,8,7,0,0,0,0,0,0,4881,16142,9500,0,6,"AUTO",6000,0
384487,1,0.26,4,0.95,52,51000,37000,"L","R",141644,0,0,0,3,0,0,0,0,0,0,0,231560,234561,0,0,3,"AUTO",26300,1
841341,1,0.22,2,0.55,21,50000,43000,"L","P",1268,0,0,2,14,1,0,0,0,0,0,0,16117,1268,3500,873,11,"AUTO",25900,0
288023,1,0.39,2,1,57,123000,82000,"L","R",139116,0,0,0,6,4,0,0,0,0,0,0,3486,139116,16500,10538,3,"AUTO",32100,0
667201,1,0.66,2,1,23,88000,57000,"A","P",3818,4,4,3,12,10,0,0,0,0,0,0,1380,60123,15500,15499,10,"AUTO",31900,0
389381,1,0.07,3,0.74,36,69000,42000,"L","T",218595,0,2,0,5,5,0,0,0,0,0,0,1958,218595,1000,379,1,"AUTO",8800,0
245024,2,0.22,3,0.98,46,68000,57000,"L","R",157981,0,0,0,8,6,0,0,0,3,0,0,147015,267495,12000,2040,8,"AUTO",38900,0
609821,2,0.19,5,0.94,43,36000,28000,"L","R",71562,0,0,0,1,1,0,0,0,0,0,0,22954,71562,1500,110,1,"AUTO",26200,0
681570,1,0.46,4,1,24,64000,47000,"L","P",157372,0,0,0,6,5,0,0,0,0,0,0,23280,157372,4000,411,2,"AUTO",31000,0
